'id',name_he,name_en,calories,protein,fat,carbs
b2cf6f79-229c-4929-94be-9b62ba8e2ba3,"בשר הודו, רגל, בשר ועור, לא מבושל","Turkey, thigh, skin and meat, raw",118,20.1,3.6,0
339217ee-aa59-4cb9-9f6a-9b093e21f3ab,"בשר הודו, ירך, בשר עם עצמות ועור, לא מבושל","Turkey, all classes, leg, meat and skin, raw",108,14.7,5,0
9ad0b05b-013f-47b7-962f-3b0b5fe5fe24,"בשר הודו, ירך, צלוי, עם עצמות ועור","Turkey, all classes, leg, meat and skin, cooked, roasted",160,21.5,7.6,0
eacd1bcf-b740-4af0-b19b-7df2da5d093d,"בשר הודו, לבן או אדום, צלוי, נאכל ללא עור","Turkey, light and dark meat, roasted, skin not eaten",151,28,3.8,0
8ed1e134-4730-4e20-a9c4-99df26e43630,"בשר הודו, לבן או אדום, צלוי, נאכל עם עור","Turkey, light and dark meat, roasted, skin eaten",183,27.5,7.5,0
448e3716-c2bb-40c6-bfe6-16fc522aa5b0,"בשר הודו, שווארמה אמיתית, מאמא עוף","Turkey, shawarma, MamaOf",141,24,8,5
7df954dd-c509-4cc5-a251-180b5ab85dd7,"בשר הודו, חזה, מבושל ברסק עגבניות ושמן סויה","Turkey, cooked in tomato sauce, with soy oil",138,21.1,4,2.9
f141edfe-8974-4772-9111-e249585365b1,"בשר הודו, לבן או אדום, מבושל, נאכל ללא עור","Turkey, light or dark meat, stewed, skin not eaten",154,30.9,2.9,0
29e2f551-0745-4d76-89df-db943695c968,"בשר הודו, מבושל עם בצל, ללא תוספת שומן בבישול","Turkey, cooked with onion, no added oil",148,28.1,2.7,1.8
6f43a16a-c29a-4ef7-86c0-d096d1defaa1,"בשר הודו, מעושן, נאכל עם עור","Turkey, light or dark meat, smoked, cooked, skin eaten",208,28.1,9.7,0
4de87951-fd2d-41a0-b5e2-134fc715b8d3,"מעורב ירושלמי מחזה הודו, לבבות ובצל מטוגן בשמן סויה","Turkey, mixed grill, Jerusalem style,with breast, hearts and onion fried in soy oil",196,32.1,5.1,3.2
a6e87666-a209-432c-a6cb-ca0f5deed215,"בשר הודו, חזה, אפוי, עוף טוב","Turkey, breast, baked, OfTov",105,16,4,1.3
79d24547-f094-4e68-9e34-e4a8a3193011,"בשר הודו, שיפודים ברוטב סויה ושמן זית","Turkey, barbecued in soy sauce and olive oil",140,21.2,4.7,1.6
4a5f9a5a-81d0-4f79-8598-baecec8d382d,"בשר הודו, שיפודים ברוטב סויה ושמן סויה","Turkey, barbecued in soy sauce and soy oil",140,21.2,4.7,1.6
d9033d27-18af-423e-8459-9f1fb448bce9,"בשר הודו, חזה מעושן, דל שומן, זוגלובק, עוף טוב","Turkey, breast, smoked, low fat, Soglowek/OfTov",100,20,1.5,1.5
fd5cec6b-66f8-46db-a3f6-3d7375f49259,"בשר הודו, חזה מעושן, צלוי, זוגלובק,יחיעם,עוף טוב","Turkey, breast, smoked, roasted, Yechiam/OfTov/Zoglowek",115,20,3,2
40838048-aeba-43fc-af58-bc422b7b2645,"בשר הודו, שוק, מבושל, נאכל ללא עור","Turkey, drumstick, cooked, skin not eaten",144,28.5,3.4,0
91320a51-ae8a-4885-a0ab-b405866d8f43,"בשר הודו, שוק, מבושל, נאכל עם עור","Turkey, drumstick, cooked, skin eaten",203,26.9,10.1,0
c1429330-ddba-42a5-b37a-64883e1294f6,"בשר הודו, שוק, צלוי, נאכל עם עור","Turkey, drumstick, roasted, skin eaten",203,26.9,10.1,0
69e7652e-395a-480f-81a6-4bc54d50b6bb,"בשר הודו, ירך, מבושל, לפנ אם נאכל עם עור","Turkey, thigh, cooked, NS as to skin eaten",182,24.4,9.3,0.3
a603e957-6794-49a6-a869-2bfe7075cc05,"בשר הודו, ירך, מבושל, נאכל ללא עור","Turkey, thigh, cooked, skin not eaten",161,26.9,6,0
69afce0f-21d8-480d-a2e0-13ab3aab1e22,"בשר הודו, גרון, בשר בלבד, מבושל","Turkey, neck, meat only, cooked",161,22.3,7.3,0
24b9f6e9-c266-4e9d-9aa6-293060993088,"בשר הודו, כנף, מבושל, נאכל עם עור","Turkey, wing, cooked, skin eaten",202,26.9,10,0
f2f6acb0-2a57-4da4-83f0-c12d7b08f1f9,"בשר הודו, כנף, בשר בלבד, לא מבושל","Turkey, wing, meat only, raw",106,22.5,1.1,0
90500d97-2d42-4844-8cdb-257c0e008248,"בשר הודו, לבן או אדום, רולדה, מבושל","Turkey, rolled roast, light or dark meat, cooked",155,21.3,5.8,3.1
c974a7f0-1690-4a50-9f0e-c28fa14c3b76,"בשר הודו, מעובד,נתח פילה, עוף טוב","Turkey, processed fillet, OfTov",120,22,3,1
5d9303de-5e90-47f3-8f4b-862498a79188,"בשר הודו, טחון, מבושל, טירת צבי, בלדי","Turkey, ground, cooked, Tirat Tzvi/Baladi",210,22,13.6,0
00c1ad7f-8f9b-4922-be17-f2b6e3cc9ed9,"בשר הודו, מוצר הודו טחון עם חלבון צמחי, לא מבושל, טיבון ויל","Turkey, ground, with vegetable protein, raw, TivonVeal",148,17,8,2
704a6ae8-c584-468f-a74c-1c5b11d7492a,"בשר הודו, טחון, 100% בשר, לא מבושל","Turkey, ground, 100% meat, raw, TivonVeal",240,15,20,0
9900dc3c-0aaa-49fe-9a82-602eff62cbec,"בשר ברווז, צלוי, נאכל עם עור","Duck, roasted, skin eaten",336,18.9,28.2,0
3172e6fa-da36-4b12-91fc-dbebdf43495a,"בשר ברווז, צלוי, ברוטב תפוז","Duck, roasted in orange sauce",352,19.6,29.1,1.3
c3e79b01-872e-41e6-a573-215ebfd6c349,"בשר ברווז, צלוי, נאכל ללא עור","Duck, roasted, skin not eaten",200,23.4,11.2,0
0bc43b77-9f67-4eef-bf8b-3ff4dbb219f7,"בשר אווז, חזה, טירת צבי,עוף טוב","Goose, breast",360,15,32,3
5dbc8af0-50ae-4659-9016-4baa86d3d9c6,"בשר יונה, מבושל, לפנ לשיטת הבישול","Dove, cooked, NS as to cooking method",212,23.8,12.9,0
4388647f-a00c-44df-b004-978446795851,"בשר שליו, מבושל","Quail, cooked",226,25,14,0
58f83219-9741-4657-b28a-2b7bd0dfee71,"כבד בקר, מאודה","Beef, liver, braised",189,28.8,5.2,5.1
4ce20cc5-2855-426c-a939-4c4cff28cda0,כבד עגל מטוגן בשמן זית,"Veal, liver, fried in olive oil",250,28.1,12.2,5.4
a1757f5c-96e4-4346-abcd-20d50ac390cf,"כבד בקר, לא מבושל","Beef, liver, raw",135,20.4,3.6,3.9
99282284-f7bf-4833-a3c5-2fadd3e8d8f1,"כבד בקר, בבלילה, מטוגן בשמן קנולה","Beef, liver, coated, fried in canola oil",311,25.6,15.7,15
7ab1181c-5593-4324-8237-8d29df4361e0,"כבד בקר, בבלילה, מטוגן ללא שמן","Beef, liver, coated, fried, no oil",271,26.1,5.7,26
31b5bda7-6723-4b0e-84c2-36a9284a09de,"כבד עוף, מאודה","Chicken, liver, braised",166,24.3,6.5,0.9
1bee2372-853c-401d-aab4-29b2fb197f31,"כבד עוף, בבלילה, מטוגן ללא שמן","Chicken, liver,coated, fried without oil",295,26.5,8.1,25.8
5ce1f4db-3ac5-4a67-b2d8-0bf217cc13f7,"כבד עוף, לא מבושל","Chicken, liver, raw",116,16.9,4.8,0
516068b6-4954-459d-9a33-1ba8d77c75f5,כבד עוף מטוגן עם בצל בשמן קנולה,"Chicken, liver, fried with onion in canola oil",195,17.4,12.1,2.8
fb8ff6c4-d60c-4143-8f62-fad335bbb4af,"כבד עוף מטוגן בשמן סויה, עם בצל","Chicken, liver, fried in soy oil",196,17.4,12.1,2.8
89a1dbb5-5928-419b-aa20-8ff68def1abd,כבד עוף מטוגן עם בצל בשמן זית,"Chicken, liver, fried in olive oil",188,16,11.6,3.5
23d760b8-e085-43df-bd01-04c0388ea02b,כבד עוף מטוגן עם בצל בשמן תירס,"Chicken, liver, fried with onion in corn oil",196,17.4,12.1,2.8
ec6ebc31-4942-458d-8ae9-6bb474a21ee1,כבד עוף מטוגן עם בצל בשמן חמניות,"Chicken, liver, fried in sunflower oil",195,17.4,12.1,2.8
8fcff70e-04a7-4ea3-9711-55e96f04369f,כבד עוף מטוגן עם בצל ביין ללא תוספת שומן בבישול,"Chicken, liver, fried with onion in wine, with soy oil",127,12.2,3.3,6.1
9004dece-6db8-4367-bac4-e5e9913cecc4,"ממרח כבד אווז, מעדני מזרע","Goose liver pate, Maadanei Mizra",391,8,39,2
525e8f8a-fcb1-4c14-a07c-0522d199f290,"כבד עוף קצוץ, עם שמן סויה","Chicken, liver, chopped, with soy oil",231,17.3,16.2,2.7
a06b2297-b88c-4b90-9754-cff426384a8b,"בשר הודו/בקר/כבש/עגל/עוף/חזיר, לב, מבושל","Heart, cooked",164,28.2,4.7,0.2
ea456e37-ac1c-4c57-a505-33c330843d9e,"בשר הודו/בקר/כבש/עגל/עוף/חזיר, לב, מאודה","Heart, steamed",130,21.5,4.6,0.7
f7cb3bc3-f668-4e46-a989-91ef5c5b0d83,"בשר עוף, לבבות, מטוגנים בשמן זית","Chicken, hearts, fried in olive oil",221,15.7,16.9,0.7
9f0bb0d5-9028-46ea-8b1b-e6f16db45c25,"בשר עוף, לבבות, מטוגנים ללא שמן","Chicken, hearts, fried without oil",165,16.9,10.1,0.8
5c4d5637-b8ec-40c3-a8e7-fbd8c135ed22,"כליה, מבושלת, מכל הסוגים, לפנ לשיטת הבישול","Kidney, cooked",157,27,4.6,0
bcf1a4ad-0fc4-46de-adab-01be03961c6f,"מוח, מבושל","Brains, cooked",150,11.6,10.4,1.5
ce09e694-f1f9-44bf-9ff4-3209f26e1f4d,"לשון בקר, לא מבושלת","Tongue, beef, raw",224,14.9,16.1,3.7
c8b77b3e-edc0-46e5-ba29-22829e64f360,"לשון, מעושנת, כבושה או מומלחת, מבושלת, כולל בקר","Tongue, beef, smoked, cured, or pickled, cooked",277,18.8,21.7,0
c2d75ba4-142e-491d-aa2b-b4fa75fb18ba,"לשון בקר, מבושלת, מתובל עם שמן זית","Tongue, beef, pot roast, with spices and olive oil, Puerto Rican style",317,21,25,0.2
1198eb6a-e281-41b5-a78e-1a3a9778d21a,"בשר בקר, קיבת בקר, מבושל TRIPE","Tripe, beef, cooked",89,12.6,3.9,0
e709f406-2a3c-4623-bd54-05759b6f6513,"בשר עוף, קורקבנים, מבושלים","Gizzard, chicken, cooked",153,30.1,2.7,0
e0a9ceb0-9081-4df3-9717-aa4e2ed8e919,"בשר עוף, קורקבנים, מבושלים בשמן סויה, ועגבניות","Gizzards, chicken, cooked in tomatoes and soy oil",124,17.5,4.4,2.3
1d338c93-3856-43a2-a4d6-21e1b217565f,"בשר בקר, ריאות, מבושלות","Lungs, beef, cooked",120,20.4,3.7,0
e01d0eb0-b6f0-40e9-9952-4544c6ed3b1c,"בשר בקר, טחול, מבושל","Spleen, beef, cooked",145,25.1,4.2,0
83630fce-df01-4475-9861-f788ff01e4f8,נקניקיות עוף מטוגנות עם בצל מטוגן בשמן קנולה,"Frankfurters, fried with onions in canola oil",216,12.3,15.6,6.4
96289205-c0a8-4c87-b536-e0219d765e47,שוקרוט תבשיל כרוב כבוש עם נקניקיות,"Shukrut, pickled cabbage with sausages",121,4.6,6.6,6.8
8322eaab-1a85-49e4-a784-8da6c3c38598,"נקניקיות אמריקאיות מבשר בקר, טירת צבי","Frankfurter, beef, American style, Tirat Tzvi",239,12,19,5
46883186-7c69-49d4-85f8-9136dc00b15d,"נקניקיות בקר/הודו/חזיר,מעדני מזרע","Frankfurter, beef/turkey/pork, Maadanei Mizra",275,12,23,5
4a6ad50f-15b7-4f07-8b0d-bca6d81404a4,"נקניקיות מרגז, מרוקאית חריפה /צ'וריסוס","Frankfurter, margaz, spicy Moroccan/chorizos",224,15,18,0.5
9d80162a-e625-475f-85ff-c31c263414c2,"נקניקיות עוף והודו/ וינר, עוף טוב","Frankfurter, chicken and turkey, OfTov",230,10,18,7
7d37050e-9f3b-49f7-a69b-1bb6653e07eb,"נקניקיות עוף, יחיעם","Frankfurter, chicken, Yechiam",220,14,16,5
e5d2fe06-c25e-4f14-9381-7dc3cd381ca8,"נקניקיות הודו ועוף, זוגלובק, יחיעם, טירת צבי","Frankfurter, turkey and chicken, TiratTzvi/Yechiam/Zoglowek",199,12.5,15,3.5
e582374f-ba03-41d2-b07b-c881b267eaa6,"נקניקיות הודו ועגל, קנקרס, עוף טוב","Frankfurter, turkey and veal, knackers, OfTov",239,12,19,5
6f19ed74-4017-4df8-93ea-2f6302c0f1bc,"נקניק, סרוולד, טירת צבי","Salami, servald,Tirat Tzvi",415,22,35,3
83b30aab-34f9-420e-9fa8-b62ca2596448,"נקניק, מורטדלה, טירת צבי","Salami, mortadella, Tirat Tzvi",243,12,19,6
ed65762a-278d-4cd4-b1d4-ce1a6cbf6105,"נקניק, קבנוס, זוגלובק, יחיעם, עוף טוב","Salami, cabana, Soglowek/OfTov/Yechiam",348,19,28,5
b93690c6-1a77-4906-89cb-09ef213985bc,"נקניק, פפרוני, עוף טוב","Salami, pepperoni, OfTov",346,25,26,3
87f18857-e03d-4d46-9b33-8fa1e6826d67,"נקניק, הונגרי מפולפל,נקניק קוניאק משובח  עוף טוב","Salami, Hungarian spicy, cognac, OfTov",301,15,25,4
782bdf02-bf67-4ea5-a79c-7a33a062784a,"נקניק, סלמי איטלקי,עוף טוב","Salami, Italian, OfTov",243,14,19,4
4b905a3a-8c4d-4d8f-969d-6f1aa85e0c22,"נקניק, סלמי כפרי, עוף טוב","Salami, OfTov",257,12,21,5
0ae80917-9663-4cc1-abf9-f203bb8b268c,"נקניק, קבנוס, חטיפים, עוף טוב","Salami, cabanos, nuggets, OfTov",368,18,32,2
d51d46bc-b4f0-4567-b338-ae23e1512bf0,"נקניק, קבנוס, מקלונים, עוף טוב","Salami, cabanos, sticks,  OfTov",372,18,32,3
769449d5-e7ca-4a05-8dc4-b6a61cf3abd6,"נקניק, תה, עוף טוב","Salami, tea, OfTov",257,12,21,5
30552c7a-e01e-4a0f-9b15-c64e893edb75,"נקניק, סלמי, פיין, יחיעם","Salami, fine, Yechiam",287,14,23,6
2cc138bd-6646-4054-9e09-cf9aee259659,"נקניק, סלמי, מעדני מזרע","Salami, Maadanei Mizra",355,26,27,2
595c461c-ade0-4621-8ced-a815e13aeb8c,"נקניק, פסטרמה הודו דל שומן, זוגלובק, יחיעם","Pastrami, turkey, low fat, Yechiam",96,18,1.8,2
9c460b2c-b58f-470a-adb9-0b93396cd3ee,"נקניק, פסטרמה 1.5% שומן, בטעמים, עוף טוב","Pastrami, turkey, 1.5% fat, flavored, OfTov",90,14,1.5,5
108f0b36-2b51-4fc8-bc0b-6326222049e6,"נקניק, פסטרמה 5% שומן, בטעמים, עוף טוב","Pastrami, turkey, 5% fat, flavored, OfTov",110,13,4,5.5
eaaab54f-89dc-450d-9f4b-e95873a0bbb8,"נקניק, פסטרמה הודו, יחיעם","Pastrami, turkey, Yechiam",102,19,2,2
a2cec2eb-2874-43ad-8f11-3bd59bad4ec7,"נקניק, פסטרמה אמריקאית/רומנית/איטלקית/פולנית/מעושנת, עוף טוב ","Pastrami, turkey with soy protein, OfTov",116,14,4,6
c726edd5-3f69-4740-9f09-9858236aed6a,"נקניק, פסטרמה BBQ/ הודו/ חזה עוף יין/ גריל ,זוגלובק","Pastrami, turkey/chicken breast, BBQ/wine/grilled, Soglowek",98,16,2,4
9afe7b4f-c560-48ac-97de-d91baaaca995,"נקניק, פסטרמה הודו על גחלים, 2% שומן, טירת צבי","Pastrami, turkey, pastrami, charcoal-cooked, low cholesterol, Tirat Tzvi",98,16,2,4
14088b12-e5bf-4e71-82a8-3ef521eb14e0,"נקניק, פסטרמה עוף, חזה עוף ברביקיו פרוס, יחיעם","Pastrami, chicken, barbecue style, sliced",111,17,3,4
c102f6a5-0c25-4ee7-a4e3-3c068e49aad5,"דג, סורימי, לתעשייה","Fish, NS as to type, raw",102,17.8,3,0
dc325047-8a7a-4412-9476-8e7a1fd643db,"דג דניס-צ'יפורה, לא מבושל, דג שאן","Fish, sea bream, uncooked, DagShean",128,21,4.9,
4effa7e7-09c3-487d-9e70-1f4d4b35d717,"דג דניס, מטוגן בשמן סויה, בבלילה","Fish, sea bream, coated, fried in soy oil",245,25,13.7,5.5
d0e22e4d-543e-45d7-9fcf-160a2f4c4e5a,"דג דניס, מטוגן בשמן תירס, בבלילה","Fish, sea bream, coated, fried in corn oil",271,25,16.3,5.5
4d1d41d2-214a-4066-a56e-6489b2976563,"דג דניס, מטוגן ללא שמן, בבלילה","Fish, sea bream, coated, fried, fat not added",195,27,6.8,5.9
a7a56ec3-8e7a-4910-8b25-88755a65fbce,"דג דניס בגריל, ללא ציפוי, בשמן סויה","Fish, sea bream, not coated,  grilled in soy oil",218,25.3,13.1,0
15ed9116-473e-4e4e-9365-8441318a04b9,קציצות דג בקלה מטוגנות בשמן קנולה,"Fish, hake,  patties, fried in canola oil",182,17.8,8.9,6.3
1d295f84-5f8b-4ca2-b682-33ae71bbe604,קציצות דג בקלה מטוגנות בשמן סויה,"Fish, hake, patties, fried in soy oil",182,17.8,8.9,6.3
052a79cd-38fa-4dc1-b8e4-adb0ef73f8db,קציצות דג בקלה ברוטב עגבניות ושמן סויה,"Fish, hake, patties, cooked in tomato sauce, with soy oil",146,9.9,8.4,7.1
2d056a7c-6bd5-443b-904f-35c4718df6de,קציצות דג נסיכת הנילוס מטוגנות ללא שמן,"Fish, Nile perch, patties, fried, fat not added",131,18.2,2.8,6.8
5124b37b-4ed5-432b-8d45-f600cd853a8e,קציצות דג נסיכת הנילוס מבושלות ברוטב עגבניות ושמן סויה,"Fish, Nile perch, patties, cooked in tomato sauce and soy oil",139,10.3,9,3.5
d9fb6861-1b1b-46fa-8ff2-b2066aeb9541,"דג אנשובי, משומר","Anchovy, canned",210,28.9,9.7,0
0168f821-93b9-49c1-b713-7a37371203dc,ממרח אנשובי,"Anchovy, spread",205,24.6,11.8,0.1
b3c001f7-62d2-4669-9f53-3b85f36ad87c,"דג אמנון-מושט, פילה קפוא, תנובה","Fish, tilapia, frozen fillet, Tnuva",79,15.8,1.8,0
110cc6e0-164a-41b0-bfc0-5bbe46057eca,"דג אמנון-מושט, מטוגן ללא שמן, בבלילה ","Fish, tilapia, coated, fried,fat not added",193,25.7,7.3,5.9
a9d11e3f-8549-4321-bc55-09cdbda75368,"דג אמנון-מושט, מבושל","Fish, tilapia, cooked",128,26.1,2.7,0
843f1c19-ac09-409e-9238-af83eb8624eb,"דג אמנון-מושט, מבושל ללא שמן","Fish, tilapia, cooked without oil",164,25.7,6.8,0
91b86990-3779-4f6f-9488-7f624dd6db25,"דג אמנון-מושט, מטוגן בשמן סויה, בבלילה","Fish, tilapia, coated, fried in soy oil,",244,23.8,14.1,5.5
05c92818-ea3d-4e90-a512-8bfe92861f2d,"דג אמנון-מושט, מטוגן בשמן זית, בבלילה","Fish, tilapia, coated, fried in olive oilng ",244,23.8,14.1,5.5
61537417-d2fe-4d91-9cf0-5f2c99425afb,"דג אמנון-מושט, מטוגן בשמן קנולה, בבלילה","Fish, tilapia, coated, fried in canola oil",244,23.8,14.1,5.5
a9886e43-505f-4c31-a72f-14cb289985d3,"דג אמנון-מושט, מבושל ברסק עגבניות על בסיס שמן סויה וגמבה","Fish, tilapia, cooked in soy oil-based tomato sauce ",138,18.7,5.7,2.8
743976cc-bf3f-4815-b41c-5ab1a33f749c,"דג אמנון-מושט, אפוי עם מיץ לימון ושמן סויה","Fish, tilapia, baked with lemon juice, with soy oil",180,24.1,9.3,0.3
92b29f65-27d2-4214-a570-8c815b8521ed,"דג אמנון-מושט, אפוי עם מיץ לימון ושמן קנולה","Fish, tilapia, baked with lemon juice and canola oil",180,24.1,9.3,0.3
ed398bf3-93de-4f1c-bb47-518803ba17c1,"דג אמנון-מושט, אפוי ברוטב חרדל, דבש, שמן זית","Fish, tilapia, baked with mustard, honey and olive oil sauce",115,14.5,5.3,2.5
6b12d93f-bbf2-47e8-be9c-214bd2a23c77,דג קרפיון לא מבושל,"Fish, carp, raw",127,17.8,5.6,0
da5212f4-5dcb-4c49-a7c6-8097f4fdea57,דג קרפיון אפוי עם מיץ לימון ושמן זית,"Fish, carp, cooked with lemon juice and olive oil",213,19.8,14.3,1.5
c29ca526-6bd1-4986-b0e5-8a3e73cf5498,דג קרפיון אפוי עם מיץ לימון ושמן סויה,"Fish, carp, baked with lemon juice, with soy oil",185,20.9,10.8,1.2
60de70f4-c018-4af7-85ec-7d9d3efe055e,"דג קרפיון, גפילטע פיש","Fish, carp, stuffed (gefilte fish)",199,13.7,12.8,6.9
296a4aa8-ef33-4e53-a0ca-3c15a4cb44aa,"דג קרפיון, מטוגן בשמן סויה, בבלילה","Fish, carp, coated, fried in soy oil",262,20.6,15,10.6
0a6cc2d0-5513-47c9-9662-c8f7db78ec7a,"דג קרפיון מבושל במים או באדים, עם מלח","Fish, carp, steamed or poached",160,22.4,7,0
eced607f-8092-4217-8a69-18ae6fec2343,דג קוד (בקלה) אפוי עם מיץ לימון ושמן סויה,"Fish, cod (hake), baked with lemon juice and soy oil",160,21,7.9,0.3
ee231015-3685-4358-ac22-7e73aab0b063,דג קוד (בקלה)  מבושל במים או באדים,"Fish, cod (hake), steamed or poached",87,19.2,0.5,0
f157f0a8-0cf6-4283-94cc-13f7bdaf7d44,דג קוד (בקלה) לא מבושל,"Fish, cod (hake) Atlantic, raw",82,17.8,0.7,0
8f601423-a4ed-4afc-9883-22c9dc80b481,דג צלופח מאודה או בגריל,"Fish, eel, steamed or poached",231,23.2,14.7,0
f8277200-f517-4034-be0a-7c1d7cce404d,"דג סול-הליבוט-לשונון, טורבות, לא מבושל","Fish, sole, raw",70,12.4,1.9,0
b61dbd5d-fae4-4eb7-89b2-bcd267362bd1,"דג סול, פילה קפוא, תנובה","Fish, sole, frozen fillet, Tnuva",70,12.4,1.9,0
a21a19a0-2571-49bb-9025-34eba066aff9,"דג סול, מטוגן בשמן סויה, בבלילה","Fish, sole, coated, fried in soy oil",187,14.2,10.6,7.7
17fac39a-3c88-4d36-829a-df6c711f29b9,דג סול אפוי עם מיץ לימון ומרגרינה,"Fish, sole, baked with lemon juice and margarine",107,14.3,5,0.3
830be97e-16f6-452e-9441-4ab2e0fe0c1c,דג סול אפוי עם מיץ לימון ושמן סויה,"Fish, sole, baked with lemon juice and soy oil",107,14.5,5.1,0.3
b4c63734-c4e4-420d-9404-a92389a52319,"דג סול, אפוי בשמן סויה, בבלילה ללא פירורי לחם","Fish, sole, coated without breadcrumbs, baked in soy oil",159,14.7,8.6,4.7
d37c595d-5f47-4acb-a7a8-a53cd84b9728,"דג סול, מטוגן בשמן קנולה, בבלילה","Fish, sole, coated, fried in canola oil",187,14.2,10.6,7.7
44b09383-b74e-40d5-9007-6718131d1019,"דג סול, מטוגן בשמן סויה, בבלילה ללא פירורי לחם","Fish, sole, coated without breadcrumbs, fried in soy oil",198,14,10.4,10.8
ef03b528-4a9a-43b5-9364-ada28c0271b1,"דג סול-הליבוט-לשונון, מבושל במים או אדים, עם מלח","Fish, sole, steamed or poached",88,15.6,2.4,0
dfd6a275-3d75-407c-85d1-67252aaa9ca7,דג סול מבושל ברוטב עגבניות ושמן קנולה,"Fish, sole, cooked in tomato sauce and canola oil",103,9.7,6,1.8
17ff8ba2-4588-4861-bf32-1c0528995ce1,דג סלמון מטוגן בשמן קנולה,"Fish, salmon, fried in canola oil",165,25.3,6.4,0
f145e1fe-30fb-44ee-bff8-fde5b9f61740,"דג סול,  מטוגן בשמן זית, בבלילה","Fish, sole, coated, fried in olive oil ",187,14.2,10.6,7.7
59ddcf26-5e6f-4028-b646-4df1e7ef2c3f,"דג סול, מטוגן בשמן זית, בבלילה ללא פירורי לחם","Fish, sole, coated and floured, fried in olive oil, no breadcrumbs ",198,14,10.4,10.8
1e2d5926-bc3c-456e-8915-ad2eaa844787,"דג בקלה, מטוגן ללא שמן, בבלילה ללא פירורי לחם","Fish, hake, coated without breadcrumbs, fried, fat not added",127,20.1,2.1,5.3
14dd7d0b-aba5-4b53-bff0-f993fe3627ec,דג בקלה מבושל ללא שמן,"Fish, hake, cooked without oil",96,21.1,0.6,0
7854279c-cfa4-469a-95d9-a2ab08f30e8d,דג בקלה מבושל עם בצל גזר ושמן סויה,"Fish, hake, cooked with onion, carrot, and soy oil",96,11.9,3.3,3.3
cc77a4eb-33b5-4e12-ad46-f8f2a81f6049,דג בקלה מטוגן בשמן זית עם יין ולימון,"Fish, hake, fried in olive oil, wine  and lemon",172,21,8,0.6
879008ed-d84d-43a1-8f9a-4f4d4236fcd2,"דג בקלה מטוגן בשמן קנולה,ללא ציפוי ","Fish, hake, not coated, fried in canola oil",92,18.4,1.4,0
6df92f7f-7204-44d3-97be-ec30cb55487d,"דג בקלה, זהבון, אלסקה פולק, מרלוזה, הדוק לא מבושל","Fish, hake/haddock/Alaska pollock, raw",74,16.3,0.4,0
ec6267e0-9d8e-497f-a298-8c85b76507c5,"דג בקלה מטוגן בשמן סויה, ללא ציפוי","Fish, hake, not coated, fried in soy oil",102,20.9,1.4,0
51ceb5e0-74ab-46b8-b72c-550723cfc2f7,"דג מרלוזה (בקלה) , פילה קפוא, תנובה","Fish, hake, frozen fillet, Tnuva",74,16.3,0.5,0
8b90e898-d8b0-4d98-97a4-07587177a842,דג בקלה אפוי עם מיץ לימון ושמן סויה,"Fish, hake, baked with lemon juice and soy oil",101,20.1,1.5,0.3
cb3fc85d-41e0-4b0e-90b1-1e561bc16a70,"דג בקלה מטוגן בשמן סויה, מקומח","Fish, hake, floured, fried in soy oil",175,19.1,7.9,5.5
0fc5446d-9f9a-4698-a6c2-cad5a11007db,"דג בקלה, מטוגן בשמן סויה, בבלילה","Fish, hake, coated, fried in soy oil",200,18.4,9.2,9.2
cdffab7d-eb52-414a-b575-675f487ad947,דג בקלה אפוי עם מיץ לימון ושמן זית,"Fish, hake, baked with lemon juice and olive oil",99,19.8,1.5,0.3
4a5c16bc-ec9d-4d6e-8334-359e6afa2cba,"דג בקלה, מרלוזה, הדוק, מבושל במים או מאודה, עם מלח","Fish, hake/haddock, steamed or poached",93,20.5,0.6,0
f818d8c4-de82-41d6-abf3-084ca170e747,דג בקלה אפוי עם מיץ לימון ושמן קנולה,"Fish, hake, baked with potatoes, canola oil, mustard and mayonnaise",101,20.1,1.5,0.3
70a5b4d0-04db-4ef5-96d1-f87594d18a17,"דג בקלה, זהבון, אלסקה, מרלוזה, מעושן","Fish, hake/Alaska pollock, smoked",116,25.2,1,0
8c030b0f-25c9-46ba-9874-ca1b49f9ee28,"דג הרינג, מיובש, מלוח","Fish, herring, dried, salted",490,55.7,28,0
ee637cab-0510-4b92-b531-c88eeda3d825,"דג הרינג כבוש, מיקי","Fish, herring, pickled, Miki",190,13.7,12.7,1
61c251d0-86fc-4e94-b3e4-6771339e9d85,"דג הרינג, כבוש","Fish, herring, pickled",262,14.2,18,9.6
118bdbaf-44f9-4598-bfd3-0b17d8fbb9d7,"דג הרינג, מעושן, קיפר","Fish, herring, smoked, kippered",217,24.6,12.4,0
160b8c47-226e-46d3-94ec-dafac9bbd1c2,"דג הרינג, מעושן, קיפר, יונה","Fish, herring, smoked, Yona",275,23.5,19.4,1.6
d2ffe1e2-782b-4a09-8f68-9038ce2fe51d,"דג כבוש, פילה מטיאס, כולל פרובנציאל, מיקי","Fish, matjes fillet with onion, in oil, Miki",154,14.4,10,1.5
7904c13e-032e-4f90-aeae-aad0d76ac237,"דג הרינג כבוש/ עם בצל, תנובה, מילוז","Fish, herring, pickled/with onion, Tnuva/Miluz",209,14,17,0
